PrescriptionStatus,ImageUrl,Name,Manufacturer,ActiveSubstance,Price,OldPrice,DrugUrl
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/UcOauZUBVT-7ZLtgsYop-300x300,Росинсулин С Суспензия  для подкожного введения 100 МЕ/мл катридж 3 мл 5 шт,МЕДСИНТЕЗ ЗАВОД,Инсулин-изофан [человеческий генно-инженерный],1031,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/rosinsulin-s-susp-d-p-k-100me-ml-kartridzh-3ml-5-335985/
,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAIQAAACECAYAAABRRIOnAAAACXBIWXMAAAsTAAALEwEAmpwYAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAbcSURBVHgB7Z1rS+NAFIZnV1EU74qiKCqKfvL//xBBUSwoiqKoKIqiKLv7hh3IOebSNEnnkvcBCa0NLc3TmTNnzkx+/fmHIeQ/vw0hKSgEEVAIIqAQREAhiIBCEAGFIAIKQQQUgggoBBFQCCKgEERAIYiAQhABhSACCkEEFIIIKAQRUAgioBBEQCGIgEIQAYUgAgpBBKMmIr6/v83Hx0dyHJSRkREzPj6eHLtIFEK8vLyYm5ub5NgUi4uLZm1tzYyNjZku8Sv0pXzX19eJDG2AVmJvb89MTk6arhB0DPH5+dmaDABdT6/Xq9UFhUbQQqB1aBtId39/b7pC0DHE09OTeIz+fmNjo1ZAiKD06upKtAqITVZWVkwXCFoI3ZQjEJybmzN1mJ6eNq+vr+bh4SH3fWKGeQgioBBEQCGIgEIQAYUgAgpBBFFNbiFr2WbmsgsE2UIgLzCMLKXl/f1d5CViJrjJrdvb26QVcJEsQiYUM6BIgMVKMEJgTuH8/LzRKe5BWV5eTlLkMRKEEJDh5OQkOeYxMTGR/KG4pS5vb29JN1H2fvv7+9EV0ngvRJEMuBj4teJvdLT5+BgTXYhVHh8fM/8/NTWVSBET3gtxdHSU/Fo1kGB1dbUVETQQ4/Ly0jw/P5uszxFT9+H1KAO/ziwZNjc3k4swDBkAuqHd3d1EQM3d3Z0XcU1TeCtEXjXU+vq6WVpaMi7ACCNLCgS7seCtEFl5BlwM14UqkAKxQxrIG0uewlshdDNscwA+sLW19eO5WMrsvBQCpXF6VJHVVLsCMcXCwoJ4DlVWMVRWeSlEVpCG0jafyIpjdI1niHgphB5ZoM9uIuHUJBBUJ6WQ0AodL4XQX6yvC2X0qi7kK0LHSyF0X+xreliLGkMMEUQ9BAJMH5M/RXMdoRKEEBjjd6UewTUsoSMCCkEEFIIIgoghkBV0NaFVBMr5sqbEQyYIIZCU8i1TCaoGushT+JZg00RVhl8GUstIemGFeNvJLuQkIAyGy/hL5yiQ0ML743P4VrDbGSHSWw/hiK2C2mp1yirDkb/AHwTF5/KpkrszQaWeeGojr4GLfHp6+mPDkbJzUGBzdnbmRaazM0IM48uuk1FFcIpiYtdSdCqGcAHmYWZnZ5OYATWgX19fiTRZoxPM8qKlcFnJTSFaJK8yHGWAeSX+KLRBDOKqVDBKIfpZ7qfnR+yGZXX3qLKgMrwod4Lh5/b2dnLUxcR4jHNdzPJGF0OgOa4S1FlscFclGMyLF8pkSIMRBlqSNPgMrmo0oxOizpS03Su7n/fIW01WRQYLpNCtgatyvOiEQJM/6P7UNmFURNMyAMigu6qsBUrDILoYwu5PjV9YuvnHCqv0YyzWTV8EnFeWHGpDBguSZHpvTBep7iiDSnyJOkrHl50WAi1BlXUebcoAfCkT5PR3H7QtA/ClHpNClFC2HcHMzIxpgqwSfhczo50RQgea/TTRZRuV4FddtpFJv+hRhV4/Oiw6IwTWY1op8GXrsb+mn11rqryuCCTS9PlNJciq0pnUNZrfg4ODvl5bdJFRvaXTzfb1mIOoOuTF8BKJNI0rIRhDKMoCSKSbcaxyXh6QAedo0Hq5qqwKZl0GJn2GAYK7rIg/PZqwx4uLC/GaKi2FlUG/F85zudI9mJVbLldJZQ0t60hRJAOSasPaKikLdhklFOUZ8HzV7iNPBox6dnZ2nBfhUogC+kk6VZGiSAZfbgcZRJeBprStG6rmdUdVMpD9dB82Z+GzDCAIIexddtvg8PDwx3OD7HRXJgVE8F0G0OkSOowodOuAPMOg5WtFUmh8vWtwp2OIrCKUui1RXkyRxudbSHdaCF2EgjiliSgfUuTlEny/n3inhcjKAzQBRENBjiaEm8sHIcSwagWaaB1CGFoW4WVQiV9qOhBD6hqPm64q0gW1dbcVDF0G4KUQGGam1yrgCx5GFTIuKN5rEPFikAF42WVg2NdWIqoM1CZUJRYZgJdC2C/ShRQIBgeZwo5BBuD1HXXQx2N1lI0h2iArgwgR+5nCxmfr9XrRyACCu01j0+Bi4jZOWjhcVLvWU8cUOMeuH9WELAPovBAAo4vj4+PM/+EC4+La1qJoTWfoMgAK8R8srtVzEFWAMKhnCFkGQCFSoKVATFA1XsGyQB+KW5qAQijsRh7Y4aUsQ2rvG+rLrZ+agELkgK1/kAxDvJAuooEEWNcxPz+ftAwu6x/bgEIQAWsqiYBCEAGFIAIKQQQUgggoBBFQCCKgEERAIYiAQhABhSACCkEEFIIIKAQRUAgioBBEQCGIgEIQAYUgAgpBBBSCCCgEEVAIIqAQREAhiIBCEAGFIAIKQQQUgggoBBH8BR9oEQSYvThMAAAAAElFTkSuQmCC",Росинсулин Комфорт Пен Шприц-ручка для инъекции инсулина без картриджей,МЕДСИНТЕЗ ЗАВОД,,2070,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/rosinsulin-shpricruchka-d-vvedenija-insulina-335987/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/0ZwRH5gB2BGN4fsdfjYL-300x212,Ситаглиптин Медисорб Таблетки 100 мг 28 шт,Медисорб,Ситаглиптин,777,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/sitagliptin-medisorb-0-1-n28-tabl-p-plen-oboloch-662767/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/ctMpTZwBOkTyP3bf7fuD-300x224,Глимепирид Таблетки 3 мг 30 шт,Пранафарм,Глимепирид,468,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/glimepirid-tabl-3mg-n30-668049/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/OBAsTZwBOkTyP3bfGBpr-300x228,Глимепирид Таблетки 4 мг 90 шт,Пранафарм,Глимепирид,794,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/glimepirid-tabl-4mg-n90-667496/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/ZtStupUBarzHQIad0UBU-300x300,Глимепирид-ФС Таблетки 3 мг 30 шт,Фармстандарт,Глимепирид,83,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/glimepiridfs-tabl-3mg-n30-557141/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/-Ck8tpUBybk0vr4zexdQ-300x300,Липотиоксон концентрат 25 мг/мл 12 мл 5 шт,Сотекс,Тиоктовая кислота,575,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/lipotiokson-konc-d-inf-25mg-ml-12ml-5-59779/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/9HSft5UBybk0vr4znZN0-300x162,Глимепирид-ФС 2 мг 30 шт,Фармстандарт,Глимепирид,43,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/glimepirid-tab-2mg-30-70029/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/KkKxupUBarzHQIadeAbP-300x300,Метформин Таблетки 850 мг 30 шт,Борисовский Завод Медицинских Препаратов,Метформин,95,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/metformin-0-85-n30-tabl-p-plen-oboloch-594555/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/fkUtu5UBAi6hE-Zkly2G-300x300,"Глибенкламид+Метформин-Озон Таблетки 2,5 мг + 500 мг 60 шт",Озон,Глибенкламид+Метформин,593,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/glibenklamid-metformin-0-0025-0-5-n60-tabl-p-plen-oboloch-645158/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/YnRDuZUB7vQMbYfxNWcQ-300x186,Глимепирид-Озон Таблетки 1 мг 30 шт,Озон,Глимепирид,267,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/glimepirid-tab-1mg-30-207713/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/NM2wuZUB7vQMbYfxKHGK-300x263,Глимепирид-Озон Таблетки 3 мг 30 шт,Озон,Глимепирид,512,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/glimepirid-tab-3mg-30-331206/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/I-CxupUBRjkwyzW3kZ5a-300x159,Метформин Санофи Таблетки 500 мг 60 шт,Санофи,Метформин,104,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/metformin-tabl-500mg-n60-483991/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/pBeIyJkBu6LHc-yHzS-5-300x143,Диаглинид Таблетки 2 мг 30 шт,Акрихин,Репаглинид,163,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/diaglinid-tab-2mg-30-618299/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/0QmxupUBarzHQIadPC76-300x200,Росинсулин Гларгин Раствор для подкожного введения 100 МЕ/мл 3 мл 5 шт,МЕДСИНТЕЗ ЗАВОД,Инсулин двухфазный [человеческий генно-инженерный],3075,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/rosinsulin-glargin-100me-ml-3ml-n5-kartridzh-v-shpricruchke-rosinsulin-komfortpen-rr-p-k-641595/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/NyQRH5gBH0J-GJRPhGxt-300x228,Ситаглиптин Таблетки 100 мг 28,Рафарма,Ситаглиптин,787,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/sitagliptin-0-1-n28-tabl-p-plen-oboloch-665536/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/P9BnfJkBUcRdFyL1ZsY6-300x229,Ситамет Медисорб Таблетки 1000 мг + 50 мг 60 шт,Медисорб,Метформин+Ситаглиптин,1438,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/sitamet-medisorb-1-0-0-05-n60-tabl-p-plen-oboloch-blister-666037/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/vpFABZwB-jufNU_rN-T--300x212,Глимепирид Таблетки 2 мг 30 шт,Фармпроект,Глимепирид,282,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/glimepirid-0-002-n30-tabl-farmproekt-268581/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/C6XWtZUBrbRC1cy5vdtR-300x300,Амарил Таблетки 3 мг 90 шт,Санофи,Глимепирид,3078,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/amaril-tab-3mg-90-40376/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/ZjmMNJYBbTelyQYwu0E6-300x300,"Глибенкламид+Метформин-Озон Таблетки 2,5 мг + 400 мг 40 шт",Озон,Глибенкламид+Метформин,344,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/glibenklamid-metformin-0-0025-0-4-n40-tabl-p-plen-oboloch-626299/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/NoQku5UBJVujGJtQPtZJ-300x300,Глибенкламид+Метформин-Озон Таблетки 5 мг+500 мг 30 шт,Озон,Глибенкламид+Метформин,324,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/glibenklamid-metformin-tab-p-p-o-5-500mg-30-588680/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/BX0jtpUB4hniyrJCp45--300x300,Биосулин Н Суспензия для подкожного введения 100 МЕ/мл 3 мл 5 шт,Фармстандарт,Инсулин-изофан [человеческий генно-инженерный],1098,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/biosulin-n-susp-p-k-100ed-ml-3ml-fl-5-55078/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/_I9ft5UBybk0vr4z_8ZL-261x300,Биосулин Р Раствор для инъекций 100 МЕ/мл 10 мл 1 шт,Фармстандарт,Инсулин растворимый [человеческий генно-инженерный],582,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/biosulin-r-rr-d-in-100ed-ml-10ml-fl-1-40997/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/FQYuu5UBJVujGJtQSOvP-300x300,Ринсулин Микс 30/70 Суспензия для подкожного введения 100 МЕ/мл в картридже 3 мл 5 шт,Герофарм,Инсулин двухфазный [человеческий генно-инженерный],1148,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/rinsulin-miks-30-70-susp-p-k-vved-100me-ml-kartridzhi-3ml-5-658152/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/6jwtu5UB5yfJBvc3ZeT3-300x155,Вилдаглиптин-Вертекс Таблетки 50 мг 56 шт,Вертекс,Вилдаглиптин,1064,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/vildagliptinverteks-0-05-n56-tabl-655196/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/MkeyuZUB7vQMbYfx22WU-300x300,Метформин-Вертекс Таблетки покрытые пленочной оболочкой 850 мг 60 шт,Вертекс,Метформин,74,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/metforminverteks-tabl-p-o-plen-850-mg-kh60-250379/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/occ6uZUB4hniyrJCw7Rd-300x300,Метформин Авексима Таблетки 1000 мг 60 шт,Авексима,Метформин,198,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/metforminaveksima-tabl-p-pl-ob-1000mg-n60-300385/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/upheuZUB7vQMbYfxVX-t-300x300,Диаглинид Таблетки 1 мг 30 шт,Акрихин,Репаглинид,140,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/diaglinid-tab-1mg-30-332593/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/5YxltZUB4hniyrJChb6l-236x300,Биосулин Р Раствор для инъекций картридж 100 МЕ/мл 3 мл 5 шт,Фармстандарт,Инсулин растворимый [человеческий генно-инженерный],1146,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/biosulin-r-rr-d-in-100me-ml-3ml-5-24602/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/xjQrTZwBbjLDJSEj36CD-300x300,Вилдаглиптин Таблетки 50 мг 28 шт,Hemofarm,Вилдаглиптин,686,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/vildagliptin-0-05-n28-tabl-669584/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/AeQrTZwBO1hvZDjOER9k-300x300,Глимепирид Таблетки 2 мг 30 шт,Пранафарм,Глимепирид,298,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/glimepirid-0-002-n30-tabl-667556/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/t-_gtZUB4hniyrJCPnjd-164x300,Биосулин Н Суспензия для подкожного введения 100 МЕ/мл 10 мл 1 шт,Фармстандарт,Инсулин-изофан [человеческий генно-инженерный],659,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/biosulin-n-susp-p-k-100ed-ml-10ml-fl-1-40996/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/0LIsTZwBbjLDJSEjTBAu-300x203,Глимепирид Таблетки 4 мг 30 шт,Пранафарм,Глимепирид,468,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/glimepirid-tabl-4mg-n30-667566/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/MiByuZUBVT-7ZLtggsze-300x239,Метфорвел таблетки 500 мг 60 шт,Велфарм,Метформин,39,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/metforvel-tab-p-p-o-500mg-60-333898/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/wmJyuZUBVT-7ZLtgL4NF-300x300,Мерифатин МВ Таблетки 750 мг 60 шт,Фармасинтез,Метформин,468,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/merifatin-mv-tab-prolong-750mg-60-333877/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/BLDMtZUB4hniyrJC7QHJ-300x300,Амарил таблетки 2 мг 90 шт,Санофи,Глимепирид,1245,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/amaril-tabl-2mg-n90-39594/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/8y5MtZUBybk0vr4zAHVX-300x300,Липоевая кислота Марбиофарм Таблетки 25 мг 50 шт,Марбиофарм,Тиоктовая кислота,56,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/lipoevaja-kislota-tabl-p-o-25mg-n50-17086/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/y0yOupUBRjkwyzW3Bj38-300x188,"Квинсента Раствор для подкожного введения 1,34 мг/мл 0,25/0,5 мг/доза картридж в шприц-ручке 1,5 мл 1 шт + иглы 6 шт",Промомед,Семаглутид,4961,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/kvinsentarrp-kvved-0-25-0-5mg-doza-1-5mlshpricruchka-1-vkomplektesiglami6sht-644479/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/FET7oZYBC9g2bECqTm-q-300x225,Диабефарм МВ Таблетки 60 мг 30 шт,Фармакор Продакшн,Гликлазид,243,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/diabefarm-mv-tabl-60mg-30-208425/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/e3xQupUBRjkwyzW3-2rl-300x169,Сиглетик Таблетки покрытые пленочной оболочкой 100 мг 28 шт,Акрихин,Ситаглиптин,913,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/sigletik-0-1-n28-tabl-p-plen-oboloch-636735/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/Y2-IyJkBu6LHc-yHA5VV-300x171,"Десмопрессин Таблетки 0,1 мг 30 шт",Озон,Десмопрессин,766,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/desmopressin-tabl-0-1mg-30-621824/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/ZhYtu5UBAi6hE-ZkkTOn-300x217,Вилдагвус Таблетки 50 мг 60 шт,Гротекс,Вилдаглиптин,1235,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/vildagvus-0-05-n60-tabl-655160/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/Af0vTZwBO1hvZDjOMO_x-300x300,Вилдаглиптин Таблетки 50 мг 56 шт,Hemofarm,Вилдаглиптин,1364,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/vildagliptin-0-05-n56-tabl-669612/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/8h-vupUBarzHQIadaTJb-300x300,Глимепирид Таблетки 4 мг 30 шт,Рафарма,Глимепирид,291,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/glimepirid-tabl-4mg-n30-594939/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/s_ehupUBarzHQIadPOjQ-300x199,Глимепирид Таблетки 3 мг 30 шт,Рафарма,Глимепирид,271,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/glimepirid-tabl-3mg-n30-594938/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/tZlLdpgBJwpR6z9ZtMOf-300x253,"Глибенкламид + Метформин Таблетки 2,5 мг + 500 мг 30 шт",Озон,Глибенкламид+Метформин,375,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/glibenklamid-metformin-tab-p-p-o-2-5-500mg-30-588679/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/TxKauZUBVT-7ZLtguAQm-300x224,Росинсулин С Суспензия для подкожного введения 100 МЕ/мл 5 мл 5 шт,МЕДСИНТЕЗ ЗАВОД,Инсулин-изофан [человеческий генно-инженерный],1226,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/rosinsulin-s-susp-d-p-k-100me-ml-fl-5ml-5-335986/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/lpp3uZUBVT-7ZLtgh6U1-300x254,РОСИНСУЛИН Р Медсинтез раствор для инъекций 100 МЕ/мл (кртридж) 3 мл 5 шт,МЕДСИНТЕЗ ЗАВОД,Инсулин растворимый,1066,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/rosinsulin-r-rr-d-in-100me-ml-kartridzh-3ml-5-334102/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/wcktu5UB5yfJBvc3jao9-300x300,Липотиоксон Концентрат для приготовления раствора для инфузий 25 мг/мл 24 мл 5 шт,Сотекс,Тиоктовая кислота,920,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/lipotiokson-konc-d-prig-rra-d-inf-25mg-ml-amp-24ml-5-589429/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/TuOOuJUB4hniyrJCwPgn-300x245,Метформин Рафарма Таблетки покрытые пленочной оболочкой 1000 мг 60 шт,Рафарма,Метформин,230,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/metformin-tabl-p-pl-ob-1000mg-60-205274/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/_XFLdpgBHhsKBsZevIla-300x300,Гликлазид Таблетки с пролонгированным высвобождением 60 мг 30 шт,Велфарм,Гликлазид,230,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/gliklazid-0-06-n30-tabl-prolong-vysvob-658669/
По рецепту,https://gorzdrav.org/category/sredstva-ot-diabeta/api/v1/multimedia/media/downloadFile/fgwtTZwBO1hvZDjO6Pmy-300x208,Ситадиаб МЕТ Таблетки 1000 мг + 50 мг 56 шт,Гедеон Рихтер,Метформин+Ситаглиптин,1465,,https://gorzdrav.org/category/sredstva-ot-diabeta/p/sitadiab-met-1-0-0-05-n56-tabl-p-plen-oboloch-669112/
